profile,food_name,meal_name,positive_occurrences,distinct_source_diets,minimum_positive_g,maximum_positive_g,p05_positive_g,p95_positive_g,robust_percentile_sensitivity_available,support_strength,is_serving_recommendation
vegana,"Maçã, c/ casca, in natura",Lanche da Manhã,37,37,130.0,200.0,130.0,150.0,True,observed_support,False
vegana,"Maçã, c/ casca, in natura",Lanche da Tarde,3,1,130.0,130.0,,,False,weak_lt_5_occurrences,False
vegana,"Melado, cana",Café da Manhã,3,3,20.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Melancia, polpa, in natura",Ceia,4,4,150.0,300.0,,,False,weak_lt_5_occurrences,False
vegana,"Melancia, polpa, in natura",Lanche da Tarde,6,6,300.0,400.0,,,False,observed_support,False
vegana,"Melão, polpa, in natura",Café da Manhã,5,5,200.0,200.0,,,False,observed_support,False
vegana,"Melão, polpa, in natura",Ceia,15,15,150.0,200.0,,,False,observed_support,False
vegana,"Melão, polpa, in natura",Lanche da Manhã,21,21,150.0,300.0,200.0,250.0,True,observed_support,False
vegana,"Melão, polpa, in natura",Lanche da Tarde,5,5,300.0,300.0,,,False,observed_support,False
vegana,"Milho, polenta/fubá, cozido, c/ sal",Almoço,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Milho, polenta/fubá, cozido, c/ sal",Jantar,6,6,200.0,200.0,,,False,observed_support,False
vegana,"Milho, verde, grão, cozido, drenado, c/ sal",Café da Manhã,7,7,100.0,120.0,,,False,observed_support,False
vegana,"Morango, in natura",Café da Manhã,9,9,150.0,150.0,,,False,observed_support,False
vegana,"Morango, in natura",Ceia,6,6,200.0,200.0,,,False,observed_support,False
vegana,"Morango, in natura",Lanche da Manhã,9,9,150.0,200.0,,,False,observed_support,False
vegana,"Noz, crua",Café da Manhã,1,1,15.0,15.0,,,False,weak_lt_5_occurrences,False
vegana,"Noz, crua",Ceia,28,27,15.0,25.0,15.0,20.0,True,observed_support,False
vegana,"Noz, crua",Lanche da Manhã,21,19,15.0,30.0,15.0,30.0,True,observed_support,False
vegana,"Noz, crua",Lanche da Tarde,4,4,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegana,"Pepino, c/ casca, cru",Almoço,12,12,50.0,80.0,,,False,observed_support,False
vegana,"Pepino, c/ casca, cru",Jantar,20,20,50.0,100.0,50.0,100.0,True,observed_support,False
vegana,"Pera, in natura",Ceia,3,3,130.0,150.0,,,False,weak_lt_5_occurrences,False
vegana,"Pera, in natura",Lanche da Manhã,45,45,130.0,180.0,130.0,150.0,True,observed_support,False
vegana,"Pimentão, refogado, c/ sal",Almoço,6,6,80.0,80.0,,,False,observed_support,False
vegana,"Pimentão, refogado, c/ sal",Jantar,4,4,80.0,80.0,,,False,weak_lt_5_occurrences,False
vegana,"Pinhão, cozido, s/ sal",Ceia,10,10,60.0,80.0,,,False,observed_support,False
vegana,"Pinhão, cozido, s/ sal",Lanche da Manhã,8,8,50.0,60.0,,,False,observed_support,False
vegana,"Pistache, cru, s/ sal",Ceia,18,18,15.0,30.0,,,False,observed_support,False
vegana,"Pistache, cru, s/ sal",Lanche da Manhã,1,1,10.0,10.0,,,False,weak_lt_5_occurrences,False
vegana,"Pistache, cru, s/ sal",Lanche da Tarde,1,1,15.0,15.0,,,False,weak_lt_5_occurrences,False
vegana,"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",Café da Manhã,51,42,50.0,100.0,50.0,100.0,True,observed_support,False
vegana,"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",Lanche da Tarde,7,7,50.0,50.0,,,False,observed_support,False
vegana,"Pão, sírio, branco",Café da Manhã,28,28,60.0,100.0,60.0,100.0,True,observed_support,False
vegana,"Pão, sírio, branco",Lanche da Tarde,14,14,60.0,80.0,,,False,observed_support,False
vegana,"Pão, trigo, integral, caseiro",Café da Manhã,4,4,80.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Pão, trigo, integral, caseiro",Lanche da Tarde,5,5,60.0,80.0,,,False,observed_support,False
vegana,"Pão, trigo, integral, forma (média de diferentes marcas)",Café da Manhã,44,38,75.0,100.0,80.0,100.0,True,observed_support,False
vegana,"Pão, trigo, integral, forma (média de diferentes marcas)",Lanche da Tarde,7,7,50.0,100.0,,,False,observed_support,False
vegana,"Quiabo, c/ casca, refogado (c/ óleo, cebola e alho), c/ sal",Jantar,10,10,100.0,100.0,,,False,observed_support,False
vegana,"Quinoa, grão, cozida, s/ óleo, s/ sal",Almoço,37,37,100.0,180.0,100.0,150.0,True,observed_support,False
vegana,"Quinoa, grão, cozida, s/ óleo, s/ sal",Jantar,11,11,100.0,150.0,,,False,observed_support,False
vegana,"Repolho, branco, refogado (c/ óleo, cebola e alho), c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Repolho, cru",Almoço,8,8,50.0,60.0,,,False,observed_support,False
vegana,"Repolho, cru",Jantar,13,13,50.0,80.0,,,False,observed_support,False
vegana,"Repolho, roxo, cru",Almoço,2,2,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegana,"Repolho, roxo, cru",Jantar,6,6,50.0,80.0,,,False,observed_support,False
vegana,"Risoto de cogumelos, c/ arroz polido, c/ sal",Jantar,9,9,250.0,250.0,,,False,observed_support,False
vegana,"Risoto de legumes, c/ arroz polido, c/ sal",Jantar,7,7,250.0,300.0,,,False,observed_support,False
vegana,"Rúcula, crua",Almoço,7,7,40.0,50.0,,,False,observed_support,False
vegana,"Salada de frutas, c/ açúcar",Café da Manhã,3,3,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Salada de frutas, c/ açúcar",Lanche da Manhã,4,4,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Salada de frutas, c/ açúcar",Lanche da Tarde,9,9,200.0,200.0,,,False,observed_support,False
vegana,"Salada de legumes, cozidos no vapor",Almoço,9,9,150.0,200.0,,,False,observed_support,False
vegana,"Salada, alface crespa, c/ óleo de soja, c/ sal",Almoço,7,7,80.0,100.0,,,False,observed_support,False
vegana,"Salada, beterraba cozida, c/ óleo de soja, c/ sal",Jantar,8,8,100.0,100.0,,,False,observed_support,False
vegana,"Salada, folhas e vegetais, c/ óleo de soja e c/ sal",Almoço,4,4,100.0,120.0,,,False,weak_lt_5_occurrences,False
vegana,"Salada, folhas e vegetais, c/ óleo de soja e c/ sal",Jantar,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Salada, legumes cozidos, c/ óleo de soja, c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Salada, legumes cozidos, c/ óleo de soja, c/ sal",Jantar,7,7,100.0,100.0,,,False,observed_support,False
vegana,"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",Almoço,6,6,100.0,120.0,,,False,observed_support,False
vegana,"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",Jantar,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Salada, vegetais crus, s/ óleo, s/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",Ceia,2,2,15.0,25.0,,,False,weak_lt_5_occurrences,False
vegana,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",Lanche da Manhã,27,27,10.0,30.0,15.0,30.0,True,observed_support,False
vegana,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",Lanche da Tarde,15,15,20.0,30.0,,,False,observed_support,False
vegana,"Semente de girassol, torrada, s/ óleo, s/ sal",Café da Manhã,4,4,20.0,25.0,,,False,weak_lt_5_occurrences,False
vegana,"Semente de girassol, torrada, s/ óleo, s/ sal",Ceia,5,5,20.0,20.0,,,False,observed_support,False
vegana,"Semente de girassol, torrada, s/ óleo, s/ sal",Lanche da Manhã,22,22,15.0,25.0,15.0,25.0,True,observed_support,False
vegana,"Semente de girassol, torrada, s/ óleo, s/ sal",Lanche da Tarde,11,11,20.0,30.0,,,False,observed_support,False
vegana,"Soja, extrato, bebida (média de diferentes sabores)",Lanche da Manhã,8,8,200.0,250.0,,,False,observed_support,False
vegana,"Soja, extrato, bebida (média de diferentes sabores)",Lanche da Tarde,9,9,200.0,250.0,,,False,observed_support,False
vegana,"Soja, extrato, bebida, natural (média de diferentes amostras)",Café da Manhã,18,13,200.0,200.0,,,False,observed_support,False
vegana,"Soja, extrato, bebida, natural (média de diferentes amostras)",Ceia,47,29,200.0,250.0,200.0,250.0,True,observed_support,False
vegana,"Soja, extrato, bebida, natural (média de diferentes amostras)",Lanche da Tarde,11,10,200.0,250.0,,,False,observed_support,False
vegana,"Soja, extrato, solúvel, em pó",Café da Manhã,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Soja, extrato, solúvel, em pó",Ceia,7,7,30.0,30.0,,,False,observed_support,False
vegana,"Soja, grão, cozido, drenado, c/ sal",Almoço,15,11,120.0,150.0,,,False,observed_support,False
vegana,"Soja, grão, cozido, drenado, c/ sal",Jantar,8,8,100.0,120.0,,,False,observed_support,False
vegana,"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo, cebola e alho, c/ sal",Almoço,36,32,80.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo, cebola e alho, c/ sal",Jantar,12,12,80.0,150.0,,,False,observed_support,False
vegana,"Soja, tofu",Almoço,10,10,100.0,150.0,,,False,observed_support,False
vegana,"Soja, tofu",Café da Manhã,19,13,80.0,120.0,,,False,observed_support,False
vegana,"Soja, tofu",Jantar,21,11,80.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Sopa, feijão, preto, c/ sal",Jantar,7,7,350.0,350.0,,,False,observed_support,False
vegana,Strogonoff de soja,Almoço,24,22,120.0,180.0,150.0,150.0,True,observed_support,False
vegana,Strogonoff de soja,Jantar,9,9,200.0,250.0,,,False,observed_support,False
vegana,"Suco natural, abacaxi, s/ açúcar",Café da Manhã,21,21,200.0,250.0,200.0,200.0,True,observed_support,False
vegana,"Suco natural, abacaxi, s/ açúcar",Lanche da Tarde,15,15,200.0,250.0,,,False,observed_support,False
vegana,"Suco natural, goiaba, vermelha, s/ açúcar",Café da Manhã,2,2,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Suco natural, goiaba, vermelha, s/ açúcar",Lanche da Tarde,5,5,200.0,200.0,,,False,observed_support,False
vegana,"Suco natural, manga, s/ açúcar",Lanche da Tarde,10,10,200.0,200.0,,,False,observed_support,False
vegana,"Suco natural, melancia, c/ açúcar",Café da Manhã,6,6,200.0,200.0,,,False,observed_support,False
vegana,"Suco natural, melancia, c/ açúcar",Lanche da Tarde,5,5,200.0,200.0,,,False,observed_support,False
vegana,"Suco natural, melão, s/ açúcar",Café da Manhã,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Suco natural, melão, s/ açúcar",Lanche da Tarde,7,7,200.0,200.0,,,False,observed_support,False
vegana,"Suco natural, morango, s/ açúcar",Lanche da Tarde,10,10,200.0,200.0,,,False,observed_support,False
vegana,"Suco, clorofila",Café da Manhã,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Suco, clorofila",Lanche da Tarde,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Suco, laranja, s/ açúcar",Café da Manhã,49,36,200.0,250.0,200.0,230.0,True,observed_support,False
vegana,"Suco, laranja, s/ açúcar",Ceia,2,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Suco, laranja, s/ açúcar",Lanche da Manhã,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Suco, laranja, s/ açúcar",Lanche da Tarde,28,28,200.0,250.0,200.0,250.0,True,observed_support,False
vegana,"Suco, limonada), s/ açúcar",Lanche da Tarde,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,Tahini (pasta de gergelim),Café da Manhã,52,30,15.0,30.0,20.0,30.0,True,observed_support,False
vegana,Tahini (pasta de gergelim),Lanche da Tarde,19,15,20.0,25.0,,,False,observed_support,False
vegana,"Tangerina, Ponkã, in natura",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Tangerina, Ponkã, in natura",Lanche da Manhã,15,15,150.0,200.0,,,False,observed_support,False
vegana,"Tapioca, sem manteiga, sem recheio",Café da Manhã,53,43,60.0,120.0,80.0,100.0,True,observed_support,False
vegana,"Tapioca, sem manteiga, sem recheio",Lanche da Tarde,16,10,80.0,80.0,,,False,observed_support,False
vegana,"Tomate, in natura",Almoço,72,50,50.0,100.0,50.0,100.0,True,observed_support,False
vegana,"Tomate, in natura",Jantar,27,25,50.0,100.0,53.0,100.0,True,observed_support,False
vegana,"Tomate, molho, industrializado",Almoço,11,11,50.0,60.0,,,False,observed_support,False
vegana,"Tomate, refogado (c/ óleo de soja, cebola e alho), c/ sal",Jantar,8,8,80.0,100.0,,,False,observed_support,False
vegana,"Torrada, trigo, integral",Café da Manhã,2,2,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegana,"Trigo para quibe, cozido, s/ sal",Almoço,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegana,"Trigo para quibe, cozido, s/ sal",Café da Manhã,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Trigo para quibe, cozido, s/ sal",Jantar,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegana,"Uva, in natura",Café da Manhã,3,3,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Uva, in natura",Ceia,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Uva, in natura",Lanche da Manhã,7,7,150.0,150.0,,,False,observed_support,False
vegana,"Uva, in natura",Lanche da Tarde,2,2,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Uva, passa, preta",Lanche da Manhã,2,2,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Uva, passa, preta",Lanche da Tarde,10,10,30.0,30.0,,,False,observed_support,False
vegana,"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",Jantar,10,10,100.0,100.0,,,False,observed_support,False
vegana,"Vagem, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,3,3,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Vagem, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,6,6,100.0,100.0,,,False,observed_support,False
vegana,"Óleo, soja",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
